# Hostname exactly matches octo.dc.gov,,
# Start date: 20250916,,
# End date: 20251216,,
,,
Page title and screen class,Page path and screen class,Views
"""Live At 9:30"" Reel | octo",/multimedia/live-930-reel,1
Recherche de zones de service de police(French) | octo,/node/1674711/media contact - https:/octo.dc.gov/page/media contact - https:/octo.dc.gov/page/media-11,2
Recherche de zones de service de police(French) | octo,/service/recherche-de-zones-de-service-de-policefrench,3
Recreation - View 1 | octo,/node/720262,2
Recreation - View 2 | octo,/node/720252,2
Regional CIO Conversation | octo,/event/regional-cio-conversation,1
Remote Access Policy | octo,/node/1285216,39
Remote Access Policy | octo,/publication/remote-access-policy,16
Remote Work Options and Guidance | octo,/page/remote-work-options-and-guidance,2
Remote Work Options and Guidance | octo,/remote,57
Repeats | octo,/fr/node/1758441/repeats,5
Repeats | octo,/node/1162117/repeats,1
Repeats | octo,/node/1456671/repeats,1
Repeats | octo,/node/1459536/repeats,1
Repeats | octo,/node/1556506/repeats,1
Repeats | octo,/node/1556516/repeats,1
Repeats | octo,/node/1556526/repeats,1
Repeats | octo,/node/1556531/repeats,1
Repeats | octo,/node/1556546/repeats,1
Repeats | octo,/node/1556551/repeats,8
Repeats | octo,/node/1556556/repeats,1
Repeats | octo,/node/1556561/repeats,1
Repeats | octo,/node/1556566/repeats,1
Repeats | octo,/node/1758441/repeats,1
Repeats | octo,/node/1803311/repeats,8
Replace a Lost DC One Card | octo,/node/687392,5
Replace a Lost DC One Card | octo,/page/replace-lost-dc-one-card,81
Reports 2016 | octo,/page/reports2-2016,1
Request for Applications - RiverSmart Homes Landscaping Installation Program | octo,/release/request-applications-riversmart-homes-landscaping-installation-program,1
Reset password | octo,/user/reset/64382/1765542285/confirm,1
Responsible Disclosure in the District of Columbia | octo,/page/responsible-disclosure-district-columbia,19
Responsible Disclosure Policy | octo,/node/1291721,14
Responsible Disclosure Policy | octo,/publication/responsible-disclosure-policy,45
richard.livingstone | octo,/users/richardlivingstone,5
Risk Assessment Policy | octo,/node/1523606,26
Risk Assessment Policy | octo,/publication/risk-assessment-policy,33
rui_footer | octo,/rui_footer,4
rui_header | octo,/rui_header,7
Security Assessment and Authorization Policy | octo,/node/1523571,15
Security Assessment and Authorization Policy | octo,/publication/security-assessment-and-authorization-policy,11
Security Planning Policy | octo,/node/1523616,18
Security Planning Policy | octo,/publication/security-planning-policy,1
Security Training and Awareness Policy | octo,/node/1523966,10
Security Training and Awareness Policy | octo,/publication/security-training-and-awareness-policy,3
Senior Lead Agency Locations | octo,/node/712532,1
Service Center Locations | octo,/fr/page/service-center-locations,5
Service Center Locations | octo,/node/682922,12
Service Center Locations | octo,/page/service-center-locations,223
Services | octo,/Services,720
Services | octo,/am/Services,1
Services | octo,/es/Services,12
Services | octo,/services,216
Services | Page 2 | octo,/fr/Services,2
Services OCTO Interprétations linguistiques | octo,/node/1676986,53
Services Page | octo,/page/services-page,1
Services SIG de DC | octo,/node/1674481,1
Services SIG de DC | octo,/service/services-sig-de-dc,12
Servicios OCTO Interpretaciones de idiomas | octo,/node/1676926,1
Servicios OCTO Interpretaciones de idiomas | octo,/node/1676926/,35
Servicios OCTO Interpretaciones de idiomas | octo,/node/1676926/media contact - https:/octo.dc.gov/page/media-11,53
Servicios OCTO Interpretaciones de idiomas | octo,/page/servicios-octo-interpretaciones-de-idiomas,2
Servicios SIG de DC | octo,/service/servicios-sig-de-dc,8
Sex Offender Registry Unit Brochure | octo,/publication/dc-sex-offender-registry-unit-brochure,1
Shared Infrastructure Services | octo,/am/page/shared-infrastructure-services,2
Shared Infrastructure Services | octo,/es/page/shared-infrastructure-services,2
Shared Infrastructure Services | octo,/fr/page/shared-infrastructure-services,1
Shared Infrastructure Services | octo,/node/701942,1
Shared Infrastructure Services | octo,/page/shared-infrastructure-services,46
Small Cells | octo,/fr/node/1289676,2
Small Cells | octo,/node/1289676,6
Small Cells | octo,/page/small-cells,42
SmarTrip on Metrobus WMATA website | octo,/external-link/smartrip-metrobus-wmata-website,11
SmarTrip on Metrobus WMATA website | octo,/node/736282,6
Social Media Access and Use Policy | octo,/node/1658131,15
Social Media Access and Use Policy | octo,/publication/social-media-access-and-use-policy,43
Solicite la tarjeta “DC One Card” | octo,/node/1138371,35
Solicite la tarjeta “DC One Card” | octo,/service/solicite-la-tarjeta-“dc-one-card”,82
Stakeholder Initiation Meeting Notes May 16 2011 | octo,/node/725732,6
Stakeholder Initiation Meeting Notes May 16 2011 | octo,/publication/stakeholder-initiation-meeting-notes-may-16-2011,1
Stakeholder Initiation Meeting Notes May 19 2011 | octo,/node/725722,6
Stakeholder Initiation Meeting Notes May 19 2011 | octo,/publication/stakeholder-initiation-meeting-notes-may-19-2011,1
Stakeholder Initiation Meeting Notes May 25 2011 | octo,/node/725752,5
Stakeholder Initiation Meeting Notes May 25 2011 | octo,/publication/stakeholder-initiation-meeting-notes-may-25-2011,1
Stakeholder Initiation Meeting Summary Findings | octo,/node/725712,5
Startup Grind Hosts CTO Vemulapalli for Fireside Chat | octo,/am/event/startup-grind-hosts-cto-vemulapalli-fireside-chat,3
Startup Grind Hosts CTO Vemulapalli for Fireside Chat | octo,/es/event/startup-grind-hosts-cto-vemulapalli-fireside-chat,1
Startup Grind Hosts CTO Vemulapalli for Fireside Chat | octo,/event/startup-grind-hosts-cto-vemulapalli-fireside-chat,2
Statement from Mayor Bowser on the 100th Anniversary of the Ratification of the 19th Amendment | octo,/release/statement-mayor-bowser-100th-anniversary-ratification-19th-amendment,1
Statement of Work for NCR Geospatial Data Exchange | octo,/node/725762,4
Statement of Work for NCR Geospatial Data Exchange | octo,/publication/statement-work-ncr-geospatial-data-exchange,1
Statement on the Confirmation of Chief Technology Officer Lindsey Parker | octo,/release/statement-confirmation-chief-technology-officer-lindsey-parker,12
"Statement on Threat Incident on December 7, 2016 | octo",/am/release/statement-threat-incident-december-7-2016,6
"Statement on Threat Incident on December 7, 2016 | octo",/es/release/statement-threat-incident-december-7-2016,1
"Statement on Threat Incident on December 7, 2016 | octo",/release/statement-threat-incident-december-7-2016,5
Status of Ex-Offender Reentry Efforts in Cities | octo,/publication/status-ex-offender-reentry-efforts-cities,2
Subscribe to DC GIS Updates | octo,/node/718432,8
System and Communications Protection Policy | octo,/node/1523576,14
System and Communications Protection Policy | octo,/publication/system-and-communications-protection-policy,5
System and Information Integrity Policy | octo,/node/1523581,10
System and Information Integrity Policy | octo,/publication/system-and-information-integrity-policy,1
System and Services Acquisition Policy | octo,/node/1523621,11
System and Services Acquisition Policy | octo,/publication/system-and-services-acquisition-policy,11
System and Services Acquisition Policy | octo,/publication/system-and-services-policy,2
System Maintenance Policy | octo,/node/1523586,7
System Maintenance Policy | octo,/publication/system-maintenance-policy,1
Tech Enablement Team | octo,/enabletech,1
Tech Procurement | octo,/event/tech-procurement,2
Technology Support Services | octo,/am/page/technology-support-services,1
Technology Support Services | octo,/node/701972,1
Technology Support Services | octo,/page/technology-support-services,4716
Technology Training | octo,/am/page/technology-training,1
Technology Training | octo,/fr/page/technology-training,2
Technology Training | octo,/page/technology-training,86
Telecom Service Acquisition Policy | octo,/node/856732,12
Telecom Service Acquisition Policy | octo,/publication/telecom-service-acquisition-policy,1
Telework Policy | octo,/node/856642,12
Telework Policy | octo,/publication/signed-telework-policy,3
Telework Policy | octo,/publication/telework-policy,117
test dev data 1221 | octo,/page/test-dev-data-1221,10
Test GIS | octo,/page/test-gis,1
Testimony by CTO Lindsey V. Parker at OCTO's Fiscal Year 2021 Budget Oversight Hearing | octo,/release/testimony-cto-lindsey-v-parker-octos-fiscal-year-2021-budget-oversight-hearing,5
Testimony by CTO Lindsey V. Parker at OCTO's Fiscal Year 2022 Budget Oversight Hearing | octo,/node/1543561,4
Testimony by CTO Lindsey V. Parker at OCTO's Fiscal Year 2022 Budget Oversight Hearing | octo,/release/testimony-cto-lindsey-v-parker-octos-fiscal-year-2022-budget-oversight-hearing,4
Testimony by CTO Lindsey V. Parker at OCTO's Fiscal Year 2023 Budget Oversight Hearing | octo,/node/1589601,2
Testimony by CTO Lindsey V. Parker at OCTO's Fiscal Year 2023 Budget Oversight Hearing | octo,/release/testimony-cto-lindsey-v-parker-octos-fiscal-year-2023-budget-oversight-hearing,11
Testimony of Acting CTO Archana Vemulapalli at OCTO’s Performance Hearing | octo,/release/testimony-acting-cto-archana-vemulapalli-octo’s-performance-hearing,8
Testimony of Acting CTO Tegene Baharu at OCTO's Performance Hearing | octo,/release/testimony-acting-cto-tegene-baharu-octos-performance-hearing,2
Testimony of CTO Archana Vemulapalli at OCTO's FY2018 Budget Oversight Hearing | octo,/release/testimony-cto-archana-vemulapalli-octos-fy2018-budget-oversight-hearing,6
Testimony of CTO Lindsey V. Parker on the DC Vaccine Portal | octo,/release/testimony-cto-lindsey-v-parker-dc-vaccine-portal,13
Testimony of Interim CTO Barney Krucoff at OCTO's FY2019 Budget Oversight Hearing | octo,/release/testimony-interim-cto-barney-krucoff-octos-fy2019-budget-oversight-hearing,6
Testimony of Interim CTO Stephen Miller on the Fiscal Year 2023 and 2024 Performance Oversight Hearing | octo,/node/1708456,7
Testimony of Interim CTO Stephen Miller on the Fiscal Year 2023 and 2024 Performance Oversight Hearing | octo,/release/testimony-interim-cto-stephen-miller-fiscal-year-2023-and-2024-performance-oversight-hearing,14
Testimony of Interim CTO Stephen Miller on the FY 2025 Budget Hearing | octo,/node/1722176,6
Testimony of Interim CTO Stephen Miller on the FY 2025 Budget Hearing | octo,/release/testimony-interim-cto-stephen-miller-fy-2025-budget-hearing,9
Thank You | octo,/blog/thank-you,11
Thank You | octo,/es/blog/thank-you,2
Thẻ DC One | octo,/page/thẻ-dc-one,6
The Executive Building | octo,/address/executive-building,13
The FOIA Portal Public Comment Session | octo,/fr/node/1758441,1
The Government of the District of Columbia Raises the Bar on HTTPS | octo,/blog/government-district-columbia-raises-bar-https,16
Traditional IT Operations | octo,/event/traditional-it-operations,5
Transportation - View 1 | octo,/node/720272,3
Transportation - View 2 | octo,/node/720282,2
Transportation Online Permitting System | octo,/am/service/transportation-online-permitting-system,4
Transportation Online Permitting System | octo,/es/service/transportation-online-permitting-system,2
Transportation Online Permitting System | octo,/service/transportation-online-permitting-system,1081
Urban Institute Neighborhood Info DC | octo,/external-link/urban-institute-neighborhood-info-dc,5
Urban Institute Neighborhood Info DC | octo,/node/720762,1
Use a DC One Card | octo,/page/use-dc-one-card,118
Use the ArcGIS JavaScript Extension for Google Maps API | octo,/node/709832,7
Use the ArcGIS JavaScript Extension for Google Maps API | octo,/page/use-arcgis-javascript-extension-google-maps-api,4
Use the MAR Web Data Service in .NET | octo,/node/709792,1
Use the MAR Web Data Service in .NET | octo,/page/use-mar-web-data-service-net,2
Use the MAR Web Data Service in Client Script | octo,/node/709782,1
Use the MAR Web Data Service in Client Script | octo,/page/use-mar-web-data-service-client-script,7
User account | octo,/user,66
User account | octo,/user/password,17
Utility and Communication - View 1 | octo,/node/720302,2
Utility and Communication - View 2 | octo,/node/720292,2
Vector Property Map Guide | octo,/external-link/vector-property-map-guide,1
Vector Property Map Guide | octo,/node/708352,18
Virginia Geographic Information Network - VGIN | octo,/node/720672,1
Virtual Private Network (VPN) Policy | octo,/node/1285181,17
Virtual Private Network (VPN) Policy | octo,/publication/virtual-private-network-vpn-policy,62
Virtual USA | octo,/external-link/virtual-usa,1
Virtual USA | octo,/node/720452,3
Virtual USA Brochure | octo,/node/725602,6
Virtual USA Brochure | octo,/publication/virtual-usa-brochure,1
Virtual USA Generation III Prototype Fact Sheet | octo,/node/725592,8
Virtual USA Generation III Prototype Fact Sheet | octo,/publication/virtual-usa-generation-iii-prototype-fact-sheet,1
VPN Change from PINsafe Authentication to MFA | octo,/publication/vpn-change-pinsafe-authentication-mfa,3
Vulnerabilities | octo,/page/vulnerabilities,3
Vulnerability Management Policy | octo,/node/1523591,37
Vulnerability Management Policy | octo,/publication/vulnerability-management-policy,17
Washington DC Snowplow Tracker | octo,/fr/service/washington-dc-snowplow-tracker,5
Washington DC Snowplow Tracker | octo,/node/1206415,3
Washington DC Snowplow Tracker | octo,/node/718082,1
Washington DC Snowplow Tracker | octo,/service/washington-dc-snowplow-tracker,134
"Washington, DC and Leading US Cities Partner on Guidelines for Smart Cities | octo",/release/washington-dc-and-leading-us-cities-partner-guidelines-smart-cities,6
"Washington, DC Named Among 5 New Smart Gigabit Communities by US Ignite | octo",/release/washington-dc-named-among-5-new-smart-gigabit-communities-us-ignite,10
"Washington, DC Named First LEED Platinum City in the World | octo",/release/washington-dc-named-first-leed-platinum-city-world,4
"Washington, DC Named One of Nation's Digital Inclusion Trailblazers and Recognized for Sixth Year | octo",/release/washington-dc-named-one-nations-digital-inclusion-trailblazers-and-recognized-sixth-year,14
"Washington, DC Opts-In National FirstNet Network | octo",/release/washington-dc-opts-national-firstnet-network,6
"Washington, DC Recognized as One of the Nation's Digital Inclusion Trailblazers for the Seventh Consecutive Year | octo",/release/washington-dc-recognized-one-nations-digital-inclusion-trailblazers-seventh-consecutive-year,30
Watershed Finder | octo,/fr/service/watershed-finder,0
Watershed Finder | octo,/node/718162,2
Watershed Finder | octo,/service/watershed-finder,95
We’re in a digital world. DC is ensuring its residents have a fair shot. | octo,/blog/we’re-digital-world-dc-ensuring-its-residents-have-fair-shot,28
Web Team Portal Notice | octo,/page/web-team-portal-notice,3
What to do if a DC One Card is found? | octo,/node/1365311,1
What to do if a DC One Card is found? | octo,/page/what-do-if-dc-one-card-found,6
Wi-fi Hotspots | octo,/service/wi-fi-hotspots,45
Wilson Aquatic DC One Card Center Temporarily Relocated to Tenley-Friendship Library | octo,/release/wilson-aquatic-dc-one-card-center-temporarily-relocated-tenley-friendship-library,4
Windows Supported AVs | octo,/publication/windows-supported-avs,1
Winzip Download website | octo,/node/708032,2
WMATA SmarTrip Senior Fares website | octo,/external-link/wmata-smartrip-senior-fares-website,1
Women in Tech / Gender Equity in Tech | octo,/event/women-tech-gender-equity-tech,8
Working with DC Government | octo,/smarter,310
Zoning Map | octo,/fr/service/zoning-map,1
Zoning Map | octo,/service/zoning-map,36
Zscaler Login Instructions | octo,/publication/zscaler-login-instructions,15
